,iso_code,location,date,total_cases,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_smoothed_per_million,people_vaccinated_per_hundred,population,gdp_per_capita
86,HND,Honduras,2020-03,26.483870967741936,0.0,0.0,2.6317741935483867,0.285741935483871,0.0,10062994.0,4541.795
87,HRV,Croatia,2020-03,206.58064516129033,0.0,0.11058064516129032,50.612,5.108870967741934,0.0,4081657.0,22669.79700000001
88,HTI,Haiti,2020-03,2.7096774193548385,0.0,0.0,0.23470967741935483,0.01874193548387097,0.0,11541683.0,1653.1730000000005
89,HUN,Hungary,2020-03,113.29032258064517,0.0,0.3548387096774194,11.75916129032258,1.1723870967741934,0.0,9634162.0,26777.56099999999
90,IDN,Indonesia,2020-03,386.16129032258067,0.0,3.1151935483870967,1.3971935483870968,0.13503225806451613,0.0,276361788.0,11188.744000000004
91,IMN,Isle of Man,2020-03,9.774193548387096,0.0,0.0,114.43848387096774,10.467258064516129,0.0,85410.0,0.0
92,IND,India,2020-03,330.7096774193548,0.0,0.45164516129032256,0.2373548387096774,0.022806451612903223,0.0,1393409033.0,6426.674
93,IRL,Ireland,2020-03,751.8709677419355,0.0,1.1428709677419353,150.89012903225807,15.409354838709676,0.0,4982904.0,67335.29300000005
94,IRN,Iran,2020-03,16966.032258064515,0.0,79.92158064516128,199.532935483871,13.387032258064517,0.0,85028760.0,19082.62
95,IRQ,Iraq,2020-03,204.3548387096774,0.0,1.2073548387096775,4.962516129032258,0.39490322580645165,0.0,41179351.0,15663.98599999999
96,ISL,Iceland,2020-03,364.4516129032258,0.0,0.02306451612903226,988.2307741935482,82.28383870967743,0.0,368792.0,46482.95800000002
97,ISR,Israel,2020-03,1138.2903225806451,0.0,0.3732903225806452,122.51538709677419,13.439935483870965,0.0,9291000.0,33132.31999999998
98,ITA,Italy,2020-03,39024.903225806454,0.0,320.61751612903225,646.4558064516131,48.499806451612905,0.0,60367471.0,35220.084000000024
99,JAM,Jamaica,2020-03,12.32258064516129,0.0,0.004612903225806452,4.144161290322581,0.26812903225806456,0.0,2973462.0,8193.570999999998
100,JEY,Jersey,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,101073.0,0.0
101,JOR,Jordan,2020-03,78.09677419354838,0.0,0.0,7.604903225806452,0.7449354838709679,0.0,10269022.0,8337.489999999996
102,JPN,Japan,2020-03,937.0645161290323,0.0,1.709677419354839,7.434064516129033,0.3940322580645162,0.0,126050796.0,39002.223
103,KAZ,Kazakhstan,2020-03,62.483870967741936,0.0,0.0,3.2894516129032256,0.3400967741935484,0.0,18994958.0,24055.587999999992
104,KEN,Kenya,2020-03,11.935483870967742,0.0,0.0,0.2170967741935484,0.022193548387096772,0.0,54985702.0,2993.028000000001
105,KGZ,Kyrgyzstan,2020-03,18.93548387096774,0.0,0.0,2.856741935483871,0.3010645161290323,0.0,6628347.0,3393.4740000000015
106,KHM,Cambodia,2020-03,39.516129032258064,0.0,0.0,2.3317741935483873,0.19090322580645158,0.0,16946446.0,3645.0700000000033
107,KIR,Kiribati,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,121388.0,1981.1319999999992
108,KNA,Saint Kitts and Nevis,2020-03,0.8064516129032258,0.0,0.0,15.06090322580645,0.688483870967742,0.0,53546.0,24654.385000000006
109,KOR,South Korea,2020-03,7900.580645161291,0.0,4.304096774193549,153.9918387096774,4.9663548387096785,0.0,51305184.0,35938.37399999999
110,KWT,Kuwait,2020-03,134.0,0.0,0.0,30.957258064516125,1.5989032258064515,0.0,4328553.0,65530.537000000004
111,LAO,Laos,2020-03,1.6129032258064515,0.0,0.0,0.21858064516129033,0.009387096774193549,0.0,7379358.0,6397.359999999995
112,LBN,Lebanon,2020-03,167.0,0.0,0.20741935483870969,24.670612903225805,1.936774193548387,0.0,6769151.0,13367.565
113,LBR,Liberia,2020-03,1.8064516129032258,0.0,0.0,0.34864516129032264,0.0,0.0,5180208.0,752.7880000000004
114,LBY,Libya,2020-03,1.064516129032258,0.0,0.0,0.15303225806451612,0.011258064516129032,0.0,6958538.0,17881.509000000002
115,LCA,Saint Lucia,2020-03,2.129032258064516,0.0,0.0,11.545741935483871,0.7997419354838711,0.0,184401.0,12951.838999999994
116,LIE,Liechtenstein,2020-03,25.29032258064516,0.0,0.0,661.1157741935484,51.077451612903225,0.0,38254.0,0.0
117,LKA,Sri Lanka,2020-03,47.45161290322581,0.0,0.0,2.2074516129032253,0.1719032258064516,0.0,21497306.0,11669.076999999996
118,LSO,Lesotho,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,2159067.0,2851.1530000000007
119,LTU,Lithuania,2020-03,97.48387096774194,0.0,0.03225806451612903,36.24135483870968,4.053483870967742,0.0,2689862.0,29524.26500000001
120,LUX,Luxembourg,2020-03,555.1290322580645,0.0,0.4884516129032258,874.475064516129,89.52145161290323,0.0,634814.0,94277.96499999998
121,LVA,Latvia,2020-03,105.70967741935483,0.0,0.0,56.622193548387095,5.344096774193549,0.0,1866934.0,25063.846000000012
122,MAC,Macao,2020-03,18.06451612903226,0.0,0.0,27.437612903225805,1.239,0.0,658391.0,104861.85099999992
123,MAR,Morocco,2020-03,121.2258064516129,0.0,0.7097741935483871,3.2462258064516134,0.3565806451612904,0.0,37344787.0,7485.0130000000045
124,MCO,Monaco,2020-03,13.96774193548387,0.0,0.0,353.43493548387096,33.699354838709674,0.0,39520.0,0.0
125,MDA,Moldova,2020-03,75.09677419354838,0.0,0.03690322580645162,18.66216129032258,1.8930967741935487,0.0,4024025.0,5189.972
126,MDG,Madagascar,2020-03,8.741935483870968,0.0,0.0,0.3075806451612903,0.028580645161290327,0.0,28427333.0,1416.4400000000003
127,MDV,Maldives,2020-03,9.32258064516129,0.0,0.0,17.149129032258063,0.6018387096774194,0.0,543620.0,15183.615999999995
128,MEX,Mexico,2020-03,262.06451612903226,0.0,0.4700967741935484,2.011709677419355,0.20870967741935484,0.0,130262220.0,17336.46899999999
129,MHL,Marshall Islands,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,59618.0,3819.2020000000016
130,MKD,North Macedonia,2020-03,79.64516129032258,0.0,0.09674193548387097,38.241838709677424,3.7726451612903227,0.0,2082661.0,13111.213999999994
131,MLI,Mali,2020-03,3.4193548387096775,0.0,0.0,0.16396774193548388,0.006193548387096774,0.0,20855724.0,2014.3059999999987
132,MLT,Malta,2020-03,55.064516129032256,0.0,0.0,106.69354838709677,8.938032258064517,0.0,516100.0,36513.323
133,MMR,Myanmar,2020-03,1.7741935483870968,0.0,0.0,0.03235483870967742,0.0,0.0,54806014.0,5591.597000000001
134,MNE,Montenegro,2020-03,22.64516129032258,0.0,0.009225806451612905,36.056258064516136,3.786129032258064,0.0,628051.0,16409.288
135,MNG,Mongolia,2020-03,4.774193548387097,0.0,0.0,1.4339032258064512,0.10251612903225803,0.0,3329282.0,11840.846000000003
136,MOZ,Mozambique,2020-03,1.8064516129032258,0.0,0.0,0.056193548387096774,0.0038709677419354843,0.0,32163045.0,1136.1029999999998
137,MRT,Mauritania,2020-03,1.4838709677419355,0.0,0.0,0.31070967741935485,0.021290322580645157,0.0,4775110.0,3597.633000000001
138,MSR,Montserrat,2020-03,1.2258064516129032,0.0,0.0,246.0963870967742,23.129419354838706,0.0,4981.0,0.0
139,MUS,Mauritius,2020-03,22.548387096774192,0.0,0.013838709677419354,17.70687096774193,1.943290322580645,0.0,1273428.0,20292.745
140,MWI,Malawi,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,19647681.0,1095.0420000000004
141,MYS,Malaysia,2020-03,891.516129032258,0.0,0.976967741935484,27.200064516129032,2.2503225806451614,0.0,32776195.0,26808.163999999993
142,NAM,Namibia,2020-03,3.129032258064516,0.0,0.0,1.2092258064516128,0.09080645161290324,0.0,2587344.0,9541.807999999999
143,NCL,New Caledonia,2020-03,4.32258064516129,0.0,0.0,14.99764516129032,1.1831935483870968,0.0,288217.0,0.0
144,NER,Niger,2020-03,3.838709677419355,0.0,0.013838709677419354,0.15274193548387094,0.016838709677419357,0.0,25130810.0,926.0
145,NGA,Nigeria,2020-03,27.193548387096776,0.0,0.013838709677419356,0.1285806451612903,0.014193548387096775,0.0,211400704.0,5338.453999999999
146,NIC,Nicaragua,2020-03,1.064516129032258,0.0,0.0,0.15874193548387094,0.00896774193548387,0.0,6702379.0,5321.443999999999
147,NIU,Niue,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,1614.0,0.0
148,NLD,Netherlands,2020-03,3718.935483870968,0.0,21.345548387096773,216.55590322580645,20.006064516129037,0.0,17173094.0,48472.544999999984
149,NOR,Norway,2020-03,1659.6129032258063,0.0,0.6497419354838709,303.64535483870964,23.20835483870967,0.0,5465629.0,64800.05700000002
150,NPL,Nepal,2020-03,1.8064516129032258,0.0,0.0,0.061,0.0035483870967741938,0.0,29674920.0,2442.804000000002
151,NRU,Nauru,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,10873.0,12895.635000000006
152,NZL,New Zealand,2020-03,117.3225806451613,0.0,0.0,22.88632258064516,2.7408709677419356,0.0,5126300.0,36085.84300000001
153,OMN,Oman,2020-03,54.83870967741935,0.0,0.0,10.498709677419354,0.8883225806451613,0.0,5223376.0,37960.709000000024
154,PAK,Pakistan,2020-03,570.6774193548387,0.0,0.4331935483870968,2.5341290322580643,0.23374193548387098,0.0,225199929.0,5034.708000000001
155,PAN,Panama,2020-03,236.03225806451613,0.0,0.479258064516129,53.86922580645162,5.685677419354838,0.0,4381583.0,22267.037000000008
156,PCN,Pitcairn,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0
157,PER,Peru,2020-03,248.4516129032258,0.0,2.8249677419354837,7.447774193548387,0.717741935483871,0.0,33359415.0,12236.706000000004
158,PHL,Philippines,2020-03,369.4516129032258,0.0,1.47,3.3269677419354844,0.3423225806451613,0.0,111046910.0,7599.1879999999965
159,PLW,Palau,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,18174.0,13240.405000000012
160,PNG,Papua New Guinea,2020-03,0.3870967741935484,0.0,0.0,0.04258064516129033,0.0005161290322580645,0.0,9119005.0,3823.1940000000022
161,POL,Poland,2020-03,523.3548387096774,0.0,0.6082580645161291,13.846322580645163,1.4006129032258063,0.0,37797000.0,27216.44499999998
162,PRT,Portugal,2020-03,1513.516129032258,0.0,3.041451612903226,148.85206451612905,16.197967741935482,0.0,10167923.0,27936.895999999982
163,PRY,Paraguay,2020-03,19.870967741935484,0.0,0.04612903225806452,2.7524838709677417,0.24325806451612905,0.0,7219641.0,8827.010000000004
164,PSE,Palestine,2020-03,43.70967741935484,0.0,0.0,8.36909677419355,0.5188709677419355,0.0,5222756.0,4449.897999999999
165,PYF,French Polynesia,2020-03,10.580645161290322,0.0,0.0,37.44903225806451,3.2458064516129035,0.0,282534.0,0.0
166,QAT,Qatar,2020-03,332.0,0.0,0.0,113.29045161290325,6.787032258064518,0.0,2930524.0,116935.60000000006
167,ROU,Romania,2020-03,475.2903225806452,0.0,0.9493225806451614,24.848290322580645,2.610129032258065,0.0,19127772.0,23313.19900000001
168,RUS,Russia,2020-03,394.3225806451613,0.0,0.19361290322580646,2.7025161290322584,0.29980645161290326,0.0,145912022.0,24765.954000000016
169,RWA,Rwanda,2020-03,18.677419354838708,0.0,0.0,1.4067419354838708,0.13541935483870968,0.0,13276517.0,1854.2110000000011
170,SAU,Saudi Arabia,2020-03,395.6774193548387,0.0,0.07835483870967742,11.195967741935481,1.1104193548387098,0.0,35340680.0,49045.41100000001
171,SDN,Sudan,2020-03,1.5483870967741935,0.0,0.013838709677419356,0.034483870967741935,0.0026451612903225807,0.0,44909351.0,4466.507
172,SEN,Senegal,2020-03,46.58064516129032,0.0,0.0,2.708967741935484,0.24467741935483872,0.0,17196308.0,2470.5800000000013
173,SGP,Singapore,2020-03,363.741935483871,0.0,0.02306451612903226,66.69754838709677,4.095774193548388,0.0,5453600.0,85535.38299999996
174,SHN,Saint Helena,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,6095.0,0.0
175,SLB,Solomon Islands,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,703995.0,2205.9230000000002
176,SLE,Sierra Leone,2020-03,0.03225806451612903,0.0,0.0,0.003967741935483871,0.0,0.0,8141343.0,1390.3000000000004
177,SLV,El Salvador,2020-03,5.032258064516129,0.0,0.0,0.7719354838709678,0.08767741935483872,0.0,6518500.0,7292.458000000006
178,SMR,San Marino,2020-03,107.16129032258064,0.0,0.7004516129032259,3150.8759677419353,207.8544193548387,0.0,34010.0,56861.46999999998
179,SOM,Somalia,2020-03,0.9354838709677419,0.0,0.0,0.05709677419354839,0.003903225806451613,0.0,16359500.0,0.0
180,SPM,Saint Pierre and Miquelon,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,5771.0,0.0
181,SRB,Serbia,2020-03,189.19354838709677,0.0,0.0,27.532903225806454,2.8763225806451613,0.0,6871547.0,14048.880999999996
182,SSD,South Sudan,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,11381377.0,1569.8879999999992
183,STP,Sao Tome and Principe,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,223364.0,3052.7140000000027
184,SUR,Suriname,2020-03,2.838709677419355,0.0,0.0,4.796774193548386,0.39719354838709675,0.0,591798.0,13767.119000000004
185,SVK,Slovakia,2020-03,106.6774193548387,0.0,0.0,19.576483870967742,1.6845483870967741,0.0,5449270.0,30155.152000000002
186,SVN,Slovenia,2020-03,277.7096774193548,0.0,0.2765161290322581,133.59629032258067,10.231000000000002,0.0,2078723.0,31400.83999999999
187,SWE,Sweden,2020-03,1525.2903225806451,0.0,7.9355161290322584,150.12464516129035,11.719741935483873,0.0,10160159.0,46949.28300000003
188,SWZ,Eswatini,2020-03,2.4193548387096775,0.0,0.0,2.0637096774193546,0.19264516129032255,0.0,1172369.0,7738.975000000004
189,SXM,Sint Maarten (Dutch part),2020-03,0.0,0.0,0.0,0.0,0.0,0.0,43421.0,36327.231999999996
190,SYC,Seychelles,2020-03,4.258064516129032,0.0,0.0,43.04983870967742,0.13974193548387095,0.0,98910.0,26382.287000000008
191,SYR,Syria,2020-03,1.6774193548387097,0.0,0.0,0.09183870967741935,0.007806451612903226,0.0,18275704.0,0.0
192,TCA,Turks and Caicos Islands,2020-03,0.5806451612903226,0.0,0.0,14.80251612903226,0.0,0.0,39226.0,0.0
193,TCD,Chad,2020-03,1.1290322580645162,0.0,0.0,0.06667741935483872,0.005193548387096774,0.0,16914985.0,1768.1529999999989
194,TGO,Togo,2020-03,8.96774193548387,0.0,0.0,1.057774193548387,0.09735483870967744,0.0,8478242.0,1429.8129999999999
195,THA,Thailand,2020-03,434.83870967741933,0.0,0.17974193548387096,6.216354838709678,0.5699032258064517,0.0,69950844.0,16277.670999999988
196,TJK,Tajikistan,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,9749625.0,2896.913
197,TKL,Tokelau,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,1368.0,0.0
198,TKM,Turkmenistan,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,6117933.0,16389.02299999999
199,TLS,Timor,2020-03,0.3225806451612903,0.0,0.0,0.24,0.003419354838709677,0.0,1343875.0,6570.102000000005
200,TON,Tonga,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,106759.0,5425.621000000003
201,TTO,Trinidad and Tobago,2020-03,24.419354838709676,0.0,0.013838709677419354,17.40041935483871,1.586,0.0,1403374.0,28763.071
202,TUN,Tunisia,2020-03,79.87096774193549,0.0,0.17506451612903226,6.691774193548387,0.7278064516129032,0.0,11935764.0,10849.297
203,TUR,Turkey,2020-03,1896.0,0.0,3.682064516129032,22.294709677419355,2.8558064516129034,0.0,85042736.0,25129.34100000001
204,TUV,Tuvalu,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,11925.0,3575.1040000000025
205,TWN,Taiwan,2020-03,125.06451612903226,0.0,0.059967741935483876,5.242612903225806,0.3356129032258065,0.0,23855008.0,0.0
206,TZA,Tanzania,2020-03,5.258064516129032,0.0,0.0,0.08551612903225808,0.0060967741935483875,0.0,61498438.0,2683.3040000000024
207,UGA,Uganda,2020-03,6.806451612903226,0.0,0.0,0.14441935483870968,0.014,0.0,47123533.0,1697.7070000000003
208,UKR,Ukraine,2020-03,98.83870967741936,0.0,0.25816129032258067,2.2738387096774195,0.2830645161290323,0.0,43466822.0,7894.393000000004
209,URY,Uruguay,2020-03,97.51612903225806,0.0,0.0,27.980483870967742,2.410548387096775,0.0,3485152.0,20551.40899999999
210,USA,United States,2020-03,36175.967741935485,0.0,99.7511935483871,108.66425806451615,12.310870967741938,0.0,332915074.0,54225.445999999996
211,UZB,Uzbekistan,2020-03,34.25806451612903,0.0,0.0,1.009483870967742,0.09561290322580644,0.0,33935765.0,6253.103999999999
212,VAT,Vatican,2020-03,1.8709677419354838,0.0,0.0,2304.147419354839,170.25712903225806,0.0,812.0,0.0
213,VCT,Saint Vincent and the Grenadines,2020-03,0.5806451612903226,0.0,0.0,5.218258064516128,0.04141935483870968,0.0,111269.0,10727.146000000006
214,VEN,Venezuela,2020-03,41.806451612903224,0.0,0.0,1.4564516129032261,0.10806451612903224,0.0,28704947.0,16745.022
215,VGB,British Virgin Islands,2020-03,0.2903225806451613,0.0,0.0,9.542903225806452,0.0,0.0,30423.0,0.0
216,VNM,Vietnam,2020-03,81.09677419354838,0.0,0.0,0.8260967741935483,0.052645161290322574,0.0,98168829.0,6171.883999999998
217,VUT,Vanuatu,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,314464.0,2921.909
218,WLF,Wallis and Futuna,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,11094.0,0.0
219,WSM,Samoa,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,200144.0,6021.557
220,YEM,Yemen,2020-03,0.0,0.0,0.0,0.0,0.0,0.0,30490639.0,1479.1469999999997
221,ZAF,South Africa,2020-03,328.16129032258067,0.0,0.0,5.465516129032259,0.6091290322580645,0.0,60041996.0,12294.875999999995
222,ZMB,Zambia,2020-03,6.258064516129032,0.0,0.0,0.33087096774193553,0.03974193548387097,0.0,18920657.0,3689.2510000000007
223,ZWE,Zimbabwe,2020-03,1.7096774193548387,0.0,0.004612903225806452,0.11332258064516129,0.007322580645161291,0.0,15092171.0,1899.775000000001
0,ABW,Aruba,2020-04,87.8,0.0,0.014300000000000002,819.067966666667,18.701933333333336,0.0,107195.0,35973.78099999999
1,AFG,Afghanistan,2020-04,838.4,0.0,1.6334000000000004,21.04666666666667,1.2148,0.0,39835428.0,1803.9870000000008
2,AGO,Angola,2020-04,20.033333333333335,0.0,0.009533333333333335,0.5905000000000002,0.02053333333333334,0.0,33933611.0,5819.494999999998
3,AIA,Anguilla,2020-04,2.966666666666667,0.0,0.0,196.14313333333334,2.518666666666667,0.0,15125.0,0.0
4,ALB,Albania,2020-04,521.0666666666667,0.0,0.647866666666667,181.37090000000003,6.2322999999999995,0.0,2872934.0,11803.431
5,AND,Andorra,2020-04,636.8666666666667,0.0,1.1857000000000002,8233.144533333336,191.69766666666666,0.0,77354.0,0.0
6,ARE,United Arab Emirates,2020-04,5860.8,0.0,2.6808666666666663,586.6029999999998,34.6443,0.0,9991083.0,67293.483
7,ARG,Argentina,2020-04,2585.866666666667,0.0,6.056966666666667,56.70040000000001,2.436533333333334,0.0,45605823.0,18933.907000000003
8,ARM,Armenia,2020-04,1217.0333333333333,0.0,0.9142333333333335,410.0340333333334,15.984133333333338,0.0,2968128.0,8787.579999999994
9,ATG,Antigua and Barbuda,2020-04,20.566666666666666,0.0,0.04766666666666667,208.3164333333333,5.932700000000002,0.0,98728.0,21490.94299999998
10,AUS,Australia,2020-04,6273.533333333334,0.0,2.376133333333333,243.27136666666672,4.100600000000001,0.0,25788217.0,44648.709999999985
11,AUT,Austria,2020-04,13908.066666666668,0.0,16.014233333333333,1537.9803333333332,26.285866666666664,0.0,9043072.0,45436.685999999994
12,AZE,Azerbaijan,2020-04,1178.4333333333334,0.0,0.6143333333333334,115.26890000000003,4.8801000000000005,0.0,10223344.0,15847.418999999996
13,BDI,Burundi,2020-04,6.1,0.0,0.004766666666666667,0.49793333333333334,0.023666666666666666,0.0,12255429.0,702.2249999999999
14,BEL,Belgium,2020-04,33120.433333333334,0.0,226.82856666666666,2847.2733,107.68463333333334,0.0,11632334.0,42658.57599999998
15,BEN,Benin,2020-04,39.266666666666666,0.0,0.004766666666666667,3.153633333333334,0.1464666666666667,0.0,12451031.0,2064.235999999999
16,BES,Bonaire Sint Eustatius and Saba,2020-04,3.3666666666666667,0.0,0.0,127.30850000000005,4.141533333333333,0.0,26445.0,0.0
17,BFA,Burkina Faso,2020-04,507.6666666666667,0.0,1.071366666666667,23.615533333333335,0.672266666666667,0.0,21497097.0,1703.1019999999994
18,BGD,Bangladesh,2020-04,2342.766666666667,0.0,4.852366666666667,14.087266666666665,1.2003666666666668,0.0,166303494.0,3523.983999999998
19,BGR,Bulgaria,2020-04,859.6666666666666,0.0,1.7666333333333335,124.64986666666667,5.014200000000001,0.0,6896655.0,18563.307000000015
20,BHR,Bahrain,2020-04,1622.5333333333333,0.0,0.13346666666666662,928.0659999999999,43.16593333333333,0.0,1748295.0,43290.705
21,BHS,Bahamas,2020-04,52.6,0.0,0.2905666666666666,132.5222333333333,5.746766666666668,0.0,396914.0,27717.846999999987
22,BIH,Bosnia and Herzegovina,2020-04,1113.6,0.0,1.8286,341.23296666666664,13.182,0.0,3263459.0,11713.895
23,BLR,Belarus,2020-04,5018.466666666666,0.0,2.4047666666666667,531.4558,39.72409999999999,0.0,9442867.0,17167.967
24,BLZ,Belize,2020-04,13.7,0.0,0.028600000000000004,33.83446666666665,1.2936000000000003,0.0,404915.0,7824.3619999999955
25,BMU,Bermuda,2020-04,71.73333333333333,0.0,0.09529999999999997,1155.275,47.932,0.0,62092.0,50669.314999999966
26,BOL,Bolivia,2020-04,493.3666666666667,0.0,1.5904999999999998,41.69433333333333,2.6045,0.0,11832936.0,6885.828999999999
27,BRA,Brazil,2020-04,34950.2,0.0,154.36666666666667,163.32363333333333,10.160733333333331,0.0,213993441.0,14103.451999999994
28,BRB,Barbados,2020-04,69.03333333333333,0.0,0.13343333333333326,239.94236666666663,6.124033333333334,0.0,287708.0,16978.067999999985
29,BRN,Brunei,2020-04,136.3,0.0,0.004766666666666667,308.69780000000003,1.3589333333333324,0.0,441532.0,71809.25099999995
30,BTN,Bhutan,2020-04,5.566666666666666,0.0,0.0,7.137733333333334,0.16473333333333331,0.0,779900.0,8708.597000000003
31,BWA,Botswana,2020-04,14.566666666666666,0.0,0.004766666666666667,6.076433333333332,0.2660999999999999,0.0,2397240.0,15807.374000000007
32,CAF,Central African Republic,2020-04,14.8,0.0,0.0,3.008233333333334,0.19246666666666667,0.0,4919987.0,661.2400000000001
33,CAN,Canada,2020-04,33868.46666666667,0.0,143.1,889.6853666666666,39.3969,0.0,38067913.0,44017.59100000001
34,CHE,Switzerland,2020-04,25595.266666666666,0.0,42.68093333333334,2936.754566666667,58.45356666666666,0.0,8715494.0,57410.165999999976
35,CHL,Chile,2020-04,9513.766666666666,0.0,6.414266666666666,495.1898666666666,23.457333333333334,0.0,19212362.0,22767.037000000008
36,CHN,China,2020-04,82312.16666666667,0.0,44.59540000000001,56.99430000000002,0.03353333333333334,0.0,1444216102.0,15308.712
37,CIV,Cote d'Ivoire,2020-04,697.8,0.0,0.4382333333333334,25.79323333333333,1.2802666666666664,0.0,27053629.0,3601.0059999999985
38,CMR,Cameroon,2020-04,1016.5666666666667,0.0,1.7429333333333334,37.34043333333334,1.8960666666666668,0.0,27224262.0,3364.926000000002
39,COD,Democratic Republic of Congo,2020-04,287.96666666666664,0.0,0.781033333333333,3.1173666666666664,0.1436,0.0,92377986.0,808.1330000000004
40,COG,Congo,2020-04,113.96666666666667,0.0,0.13343333333333332,20.145999999999994,1.1457333333333335,0.0,5657017.0,4881.406
41,COK,Cook Islands,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,17572.0,0.0
42,COL,Colombia,2020-04,3390.133333333333,0.0,8.2619,66.12859999999999,3.2647,0.0,51265841.0,13254.949000000004
43,COM,Comoros,2020-04,0.03333333333333333,0.0,0.0,0.03753333333333333,0.0,0.0,888456.0,1413.8899999999996
44,CPV,Cape Verde,2020-04,47.43333333333333,0.0,0.0,84.41586666666667,5.983066666666667,0.0,561901.0,6222.554000000003
45,CRI,Costa Rica,2020-04,595.5333333333333,0.0,0.13346666666666668,115.88390000000001,2.713133333333334,0.0,5139053.0,15524.994999999997
46,CUB,Cuba,2020-04,847.9333333333333,0.0,1.7428333333333332,74.92233333333334,3.773,0.0,11317498.0,0.0
47,CUW,Curacao,2020-04,13.9,0.0,0.0,84.34696666666666,1.5605333333333333,0.0,164796.0,0.0
48,CYM,Cayman Islands,2020-04,54.3,0.0,0.0,816.5658000000001,30.792300000000008,0.0,66498.0,49903.02900000002
49,CYP,Cyprus,2020-04,641.4333333333333,0.0,0.32873333333333327,715.8814333333335,24.13350000000001,0.0,896005.0,32415.13199999999
50,CZE,Czechia,2020-04,6133.366666666667,0.0,6.952366666666666,571.8994666666666,15.373766666666663,0.0,10724553.0,32605.90599999999
51,DEU,Germany,2020-04,131430.83333333334,0.0,143.16670000000002,1566.5088666666666,40.97173333333335,0.0,83900471.0,45229.245000000024
52,DJI,Djibouti,2020-04,542.7666666666667,0.0,0.014300000000000002,541.5767666666666,34.158300000000004,0.0,1002197.0,2705.4060000000013
53,DMA,Dominica,2020-04,15.333333333333334,0.0,0.0,212.4556666666668,2.507166666666667,0.0,72172.0,9673.367000000002
54,DNK,Denmark,2020-04,6590.066666666667,0.0,12.228633333333333,1133.6185999999996,37.0783,0.0,5813302.0,46682.514999999985
55,DOM,Dominican Republic,2020-04,3864.4,0.0,8.476133333333333,352.79359999999997,16.99533333333333,0.0,10953714.0,14600.860999999992
56,DZA,Algeria,2020-04,2316.5666666666666,0.0,13.385833333333325,51.92153333333333,2.288466666666667,0.0,44616626.0,13913.838999999996
57,ECU,Ecuador,2020-04,10705.366666666667,0.0,22.409533333333336,598.4505333333333,40.76683333333334,0.0,17888474.0,10581.935999999992
58,EGY,Egypt,2020-04,2779.5333333333333,0.0,10.228633333333335,26.66016666666667,1.3490666666666669,0.0,104258327.0,10550.206000000004
59,ERI,Eritrea,2020-04,34.233333333333334,0.0,0.0,9.505500000000003,0.2802666666666668,0.0,3601462.0,1510.459
60,ESH,Western Sahara,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,611872.0,0.0
61,ESP,Spain,2020-04,174559.23333333334,0.0,584.1047666666667,3734.2699000000002,91.35596666666666,0.0,46745211.0,34272.35999999999
62,EST,Estonia,2020-04,1369.1666666666667,0.0,1.5666666666666667,1033.1867,26.030533333333338,0.0,1325188.0,29481.251999999986
63,ETH,Ethiopia,2020-04,85.26666666666667,0.0,0.03813333333333334,0.7233,0.030300000000000014,0.0,117876226.0,1729.927000000001
64,FIN,Finland,2020-04,3706.5666666666666,0.0,7.2857,668.0470666666665,21.797066666666662,0.0,5548361.0,40585.721
65,FJI,Fiji,2020-04,15.466666666666667,0.0,0.0,17.130166666666657,0.47979999999999995,0.0,902899.0,8702.975000000004
66,FLK,Falkland Islands,2020-04,7.966666666666667,0.0,0.0,2258.1255333333334,99.88116666666672,0.0,3528.0,0.0
67,FRA,France,2020-04,115139.63333333333,0.0,697.3619,1707.7457999999997,47.28113333333332,0.0,67422000.0,38605.67099999999
68,FRO,Faeroe Islands,2020-04,183.93333333333334,0.0,0.0,3749.6857666666638,23.492633333333337,0.0,49053.0,0.0
69,FSM,Micronesia (country),2020-04,0.0,0.0,0.0,0.0,0.0,0.0,116255.0,3299.4640000000027
